0.000000, 0.004578
0.000023, 0.011993
0.000045, -0.003967
0.000068, -0.083710
0.000091, -0.154907
0.000113, -0.207977
0.000136, -0.267639
0.000159, -0.308594
0.000181, -0.354706
0.000204, -0.386597
0.000227, -0.421844
0.000249, -0.446869
0.000272, -0.473053
0.000295, -0.491058
0.000317, -0.510193
0.000340, -0.524231
0.000363, -0.536865
0.000385, -0.546143
0.000408, -0.554413
0.000431, -0.560211
0.000454, -0.564728
0.000476, -0.567719
0.000499, -0.569244
0.000522, -0.569702
0.000544, -0.569092
0.000567, -0.567017
0.000590, -0.564667
0.000612, -0.561035
0.000635, -0.557251
0.000658, -0.552612
0.000680, -0.547394
0.000703, -0.541809
0.000726, -0.535889
0.000748, -0.529694
0.000771, -0.522919
0.000794, -0.517395
0.000816, -0.510376
0.000839, -0.502502
0.000862, -0.495056
0.000884, -0.488678
0.000907, -0.481384
0.000930, -0.474670
0.000952, -0.466888
0.000975, -0.460052
0.000998, -0.452057
0.001020, -0.446289
0.001043, -0.440277
0.001066, -0.428711
0.001088, -0.417816
0.001111, -0.414307
0.001134, -0.406799
0.001156, -0.401123
0.001179, -0.396820
0.001202, -0.390564
0.001224, -0.368744
0.001247, -0.359436
0.001270, -0.364410
0.001293, -0.352844
0.001315, -0.345703
0.001338, -0.348846
0.001361, -0.341766
0.001383, -0.304230
0.001406, -0.296448
0.001429, -0.303375
0.001451, -0.296021
0.001474, -0.299957
0.001497, -0.306335
0.001519, -0.286041
0.001542, -0.220337
0.001565, -0.240723
0.001587, -0.264801
0.001610, -0.233765
0.001633, -0.238770
0.001655, -0.268372
0.001678, -0.232239
0.001701, -0.146210
0.001723, -0.169006
0.001746, -0.179230
0.001769, -0.189575
0.001791, -0.212036
0.001814, -0.232849
0.001837, -0.147156
0.001859, -0.052155
0.001882, -0.192719
0.001905, -0.182739
0.001927, -0.035522
0.001950, -0.101440
0.001973, -0.208588
0.001995, -0.056915
0.002018, 0.005432
0.002041, -0.125122
0.002063, -0.104340
0.002086, -0.030212
0.002109, -0.076782
0.002132, -0.104370
0.002154, -0.010254
0.002177, -0.016754
0.002200, -0.142944
0.002222, -0.018433
0.002245, 0.146149
0.002268, -0.056152
0.002290, -0.135651
0.002313, 0.033112
0.002336, 0.115692
0.002358, 0.193085
0.002381, 0.078888
0.002404, -0.025269
0.002426, -0.028870
0.002449, -0.013428
0.002472, 0.150848
0.002494, 0.077850
0.002517, -0.002808
0.002540, 0.135010
0.002562, 0.152771
0.002585, -0.041473
0.002608, 0.004578
0.002630, 0.201935
0.002653, 0.283203
0.002676, 0.301483
0.002698, 0.012573
