    951658,   0.20949578,  -1.01637053,  -0.07295424
    951660,   0.19708300,  -1.04679894,  -0.07295424
    951663,   0.16605127,  -1.08939874,  -0.06062567
    951665,   0.12881303,  -1.14416993,  -0.02980429
    951667,   0.12260675,  -1.18068409,  -0.02364004
    951669,   0.10398757,  -1.19285536,   0.00101709
    951671,   0.11640036,  -1.20502675,   0.01950991
    951674,   0.09778130,  -1.19894111,   0.01950991
    951676,   0.12881303,  -1.21719813,   0.05033135
    951678,   0.12881303,  -1.21719813,   0.03800273
    951681,   0.12881303,  -1.24154091,   0.05649555
    951683,   0.14743221,  -1.25371230,   0.03183842
    951686,   0.15984488,  -1.27805495,   0.01950991
    951688,   0.16605127,  -1.28414071,   0.00718141
    951690,   0.20328939,  -1.25979793,  -0.02980429
    951692,   0.24052763,  -1.25371230,  -0.02980429
    951694,   0.28397214,  -1.23545527,  -0.09144706
    951697,   0.32121027,  -1.21719813,  -0.08528280
    951699,   0.35224211,  -1.16242695,  -0.14076132
    951701,   0.38327384,  -1.13199854,  -0.15925413
    951703,   0.40809929,  -1.10157013,  -0.18391126
    951705,   0.42671847,  -1.10765576,  -0.20856833
    951708,   0.45154393,  -1.07722735,  -0.15925413
    951710,   0.45775020,  -1.07114172,  -0.20856833
    951712,   0.44533753,  -1.07114172,  -0.14076132
    951714,   0.43913114,  -1.07114172,  -0.14692557
    951716,   0.43292475,  -1.10157013,  -0.09761137
    951719,   0.42051208,  -1.11374152,  -0.09144706
    951721,   0.43913114,  -1.09548450,  -0.04829717
    951724,   0.39568663,  -1.13808417,  -0.12843275
    951726,   0.38327384,  -1.07114172,  -0.07295424
    951728,   0.35844851,  -0.99811345,  -0.13459700
    951731,   0.35844851,  -0.97985637,  -0.07911855
    951733,   0.31500387,  -0.93117088,  -0.05446142
    951735,   0.29638481,  -0.88857108,  -0.15925413
    951737,   0.27776575,  -0.89465678,  -0.07911855
    951739,   0.24052763,  -0.86422837,  -0.09761137
    951742,   0.22811484,  -0.87031400,  -0.10377562
    951744,   0.19708300,  -0.87639976,  -0.04213285
    951746,   0.17225766,  -0.83379990,  -0.03596860
    951748,   0.15363848,  -0.79120010,  -0.02980429
    951750,   0.12881303,  -0.73034322,   0.02567422
    951752,   0.09157491,  -0.75468600,   0.02567422
    951755,   0.07916224,  -0.74251461,   0.06265986
    951757,   0.07295585,  -0.71817183,   0.13663125
    951759,   0.06054306,  -0.73642898,   0.12430263
    951761,   0.03571761,  -0.77902877,   0.14895976
    951763,   0.02951133,  -0.79120010,   0.16745257
    951767,   0.02330494,  -0.77902877,   0.18594539
    951769,  -0.00772691,  -0.79728580,   0.21060252
    951771,  -0.00772691,  -0.79728580,   0.22909534
    951773,  -0.01393324,  -0.76685739,   0.22293115
    951775,  -0.02013958,  -0.79120010,   0.28457391
    951778,  -0.05737776,  -0.80337149,   0.26608098
    951780,  -0.06979048,  -0.80337149,   0.32155955
    951782,  -0.08220321,  -0.81554288,   0.34005237
    951784,  -0.06358415,  -0.81554288,   0.35854518
    951786,  -0.06979048,  -0.79728580,   0.42635226
    951789,  -0.05737776,  -0.79728580,   0.42635226
    951791,  -0.04496503,  -0.77294302,   0.50648785
    951793,  -0.04496503,  -0.76077169,   0.53730929
    951795,  -0.05737776,  -0.78511441,   0.58662355
    951797,  -0.05117142,  -0.79120010,   0.62360930
    951800,  -0.01393324,  -0.79120010,   0.67908776
    951802,  -0.03255230,  -0.82162857,   0.73456621
    951804,  -0.03875870,  -0.83379990,   0.77155197
    951806,  -0.03875870,  -0.82162857,   0.78388047
    951809,  -0.03255230,  -0.85814267,   0.82703042
    951812,  -0.05737776,  -0.84597129,   0.82703042
    951814,  -0.05737776,  -0.83988559,   0.86401606
    951816,  -0.08220321,  -0.83988559,   0.84552324
    951818,  -0.06979048,  -0.81554288,   0.87634468
    951820,  -0.06979048,  -0.80337149,   0.86401606
