    822924,   0.12881303,   0.99799168,   0.33388805
    822926,   0.12881303,   1.01016307,   0.32155955
    822929,   0.14122581,   1.00407743,   0.33388805
    822931,   0.14122581,   1.01624870,   0.34621668
    822933,   0.13501942,   1.01624870,   0.34621668
    822935,   0.13501942,   0.99799168,   0.32772386
    822937,   0.12881303,   1.01016307,   0.32155955
    822940,   0.12881303,   1.00407743,   0.32155955
    822942,   0.12881303,   1.02233434,   0.31539524
    822944,   0.12881303,   1.01624870,   0.32155955
    822946,   0.14122581,   1.00407743,   0.30923092
    822948,   0.13501942,   1.03450584,   0.30306673
    822951,   0.14122581,   1.01624870,   0.30306673
    822953,   0.12881303,   1.00407743,   0.30306673
    822956,   0.13501942,   1.02233434,   0.27840960
    822958,   0.12260675,   1.00407743,   0.26608098
    822960,   0.11019397,   1.00407743,   0.27224529
    822963,   0.09157491,   1.01016307,   0.26608098
    822965,   0.09157491,   0.99799168,   0.24758816
    822967,   0.11019397,   0.99799168,   0.24758816
    822969,   0.11640036,   1.00407743,   0.26608098
    822971,   0.11640036,   1.00407743,   0.24142396
    822974,   0.12260675,   0.99190605,   0.23525965
    822976,   0.12260675,   0.98582029,   0.22909534
    822978,   0.12260675,   0.98582029,   0.22909534
    822980,   0.11019397,   0.98582029,   0.24142396
    822982,   0.10398757,   0.96756327,   0.22293115
    822984,   0.11019397,   0.97973466,   0.24142396
    822987,   0.11640036,   0.97364891,   0.23525965
    822989,   0.11019397,   0.98582029,   0.24758816
    822991,   0.10398757,   0.97973466,   0.24758816
    822993,   0.10398757,   0.96756327,   0.24758816
    822995,   0.10398757,   0.97973466,   0.24758816
    822999,   0.10398757,   0.98582029,   0.25991678
    823001,   0.09778130,   0.98582029,   0.24758816
    823003,   0.10398757,   0.99190605,   0.26608098
    823005,   0.11019397,   0.98582029,   0.27224529
    823007,   0.09778130,   0.97364891,   0.25375247
    823010,   0.09157491,   0.97364891,   0.25375247
    823012,   0.10398757,   0.97973466,   0.26608098
    823014,   0.11019397,   0.97364891,   0.26608098
    823016,   0.09778130,   0.96756327,   0.27224529
    823018,   0.10398757,   0.96756327,   0.27840960
    823021,   0.09778130,   0.96756327,   0.25991678
    823023,   0.11019397,   0.97364891,   0.26608098
    823025,   0.12260675,   0.96756327,   0.26608098
    823027,   0.12260675,   0.96756327,   0.27840960
    823029,   0.11640036,   0.97364891,   0.25991678
    823032,   0.10398757,   0.99190605,   0.26608098
    823034,   0.11640036,   1.01624870,   0.26608098
    823036,   0.09778130,   0.98582029,   0.28457391
    823038,   0.07916224,   0.96147752,   0.24758816
    823041,   0.05433679,   0.94930625,   0.25991678
    823044,   0.03571761,   0.95539188,   0.25991678
    823046,   0.04192400,   0.97364891,   0.24142396
    823048,   0.04192400,   0.96147752,   0.27224529
    823050,   0.07295585,   0.96147752,   0.24142396
    823052,   0.09157491,   0.97364891,   0.27840960
    823055,   0.08536851,   0.96756327,   0.24758816
    823057,   0.12881303,   0.97973466,   0.26608098
    823059,   0.14122581,   0.97364891,   0.27224529
    823061,   0.15984488,   0.97973466,   0.24142396
    823063,   0.16605127,   0.97973466,   0.24142396
    823066,   0.17225766,   0.97364891,   0.22909534
    823068,   0.15984488,   0.98582029,   0.21676683
    823070,   0.17225766,   0.96756327,   0.21060252
    823072,   0.15984488,   0.96756327,   0.21060252
    823074,   0.14743221,   0.94930625,   0.19210970
    823077,   0.14743221,   0.95539188,   0.17361689
    823079,   0.14122581,   0.95539188,   0.17361689
    823081,   0.12881303,   0.93713486,   0.19210970
    823084,   0.12881303,   0.93713486,   0.14279544
    823086,   0.16605127,   0.99190605,   0.09348130
    823089,   0.19087672,   1.04059148,   0.08115268
    823091,   0.20328939,   1.01016307,   0.06882417
    823093,   0.19087672,   0.98582029,   0.07498837
    823095,   0.17225766,   0.95539188,   0.07498837
    823097,   0.14122581,   0.95539188,   0.07498837
    823100,   0.11019397,   0.95539188,   0.07498837
    823102,   0.09778130,   0.96147752,   0.08115268
    823104,   0.09157491,   0.94930625,   0.07498837
    823106,   0.06054306,   0.94930625,   0.05033135
    823108,   0.06054306,   0.97364891,   0.05649555
    823111,   0.09157491,   0.99190605,   0.05033135
    823113,   0.11640036,   1.00407743,   0.06882417
    823115,   0.11640036,   0.98582029,   0.07498837
    823117,   0.14122581,   1.00407743,   0.08731699
    823119,   0.15984488,   1.03450584,   0.09964550
    823122,   0.15984488,   1.02233434,   0.11813831
    823124,   0.15984488,   1.03450584,   0.13663125
    823127,   0.16605127,   1.04667711,   0.14895976
    823129,   0.15363848,   1.06493425,   0.15512407
    823131,   0.17846394,   1.06493425,   0.17361689
    823134,   0.17225766,   1.05884862,   0.20443821
    823136,   0.17225766,   1.06493425,   0.22909534
    823138,   0.17225766,   1.07710552,   0.22909534
    823140,   0.16605127,   1.06493425,   0.24758816
    823142,   0.16605127,   1.07101989,   0.25991678
    823145,   0.15363848,   1.05884862,   0.25375247
    823147,   0.15363848,   1.06493425,   0.25991678
    823149,   0.14743221,   1.06493425,   0.27224529
    823151,   0.13501942,   1.04667711,   0.25991678
    823153,   0.13501942,   1.04667711,   0.27840960
    823155,   0.12260675,   1.05884862,   0.25991678
    823158,   0.13501942,   1.05276275,   0.27224529
    823160,   0.12881303,   1.05276275,   0.25375247
    823162,   0.12260675,   1.04059148,   0.26608098
    823164,   0.12881303,   1.04667711,   0.27224529
    823166,   0.14743221,   1.05276275,   0.27224529
    823170,   0.13501942,   1.05276275,   0.25991678
    823172,   0.13501942,   1.04667711,   0.24142396
    823174,   0.14122581,   1.04059148,   0.25375247
    823176,   0.14743221,   1.03450584,   0.24758816
    823178,   0.15363848,   1.03450584,   0.23525965
    823181,   0.15363848,   1.02233434,   0.24142396
    823183,   0.18467033,   1.03450584,   0.27224529
    823185,   0.21570218,   1.08319139,   0.28457391
    823187,   0.27776575,   1.10753393,   0.31539524
    823189,   0.26535308,   1.06493425,   0.28457391
    823192,   0.22190845,   1.01016307,   0.24758816
    823194,   0.17846394,   0.99799168,   0.24142396
    823196,   0.15363848,   0.99799168,   0.26608098
    823198,   0.11640036,   0.99190605,   0.25991678
