0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  509, -512
0, 1, 1, 0,  506, -512
0, 1, 1, 0,  502, -512
0, 1, 1, 0,  493, -512
0, 1, 1, 0,  471, -512
0, 1, 1, 0,  455, -512
0, 1, 1, 0,  447, -512
0, 1, 1, 0,  435, -512
0, 1, 1, 0,  427, -512
0, 1, 1, 0,  420, -512
0, 1, 1, 0,  412, -512
0, 1, 1, 0,  405, -512
0, 1, 1, 0,  401, -512
0, 1, 1, 0,  400, -512
0, 1, 1, 0,  399, -512
0, 1, 1, 0,  399, -512
0, 1, 1, 0,  399, -512
0, 1, 1, 0,  399, -512
0, 1, 1, 0,  399, -512
0, 1, 1, 0,  399, -512
0, 1, 1, 0,  399, -512
0, 1, 1, 0,  399, -512
0, 1, 1, 0,  399, -512
0, 1, 1, 0,  399, -512
0, 1, 1, 0,  400, -512
0, 1, 1, 0,  399, -512
0, 1, 1, 0,  400, -512
0, 1, 1, 0,  400, -512
0, 1, 1, 0,  403, -512
0, 1, 1, 0,  407, -512
0, 1, 1, 0,  411, -512
0, 1, 1, 0,  416, -512
0, 1, 1, 0,  421, -512
0, 1, 1, 0,  430, -512
0, 1, 1, 0,  440, -512
0, 1, 1, 0,  448, -512
0, 1, 1, 0,  459, -512
0, 1, 1, 0,  484, -512
0, 1, 1, 0,  499, -512
0, 1, 1, 0,  505, -512
0, 1, 1, 0,  508, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  510, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
0, 1, 1, 0,  511, -512
